text,canonical_form_1,category_1,severity_rating,severity_description
intrarectal,intrarectal,no insult,0.0,None
motherfuccers,motherfucker,sexual anatomy / sexual acts,3.0,Severe
gonorrheal,gonorrheal,no insult,0.0,None
unadmitting,unadmitting,no insult,0.0,None
nematoceran,nematoceran,no insult,0.0,None
allagostemonous,allagostemonous,no insult,0.0,None
Frenchweed,Frenchweed,no insult,0.0,None
basturd,bastard,bodily fluids / excrement,1.2,Mild
Dempster,Dempster,no insult,0.0,None
inarching,inarching,no insult,0.0,None
adverseness,adverseness,no insult,0.0,None
conspissate,conspissate,no insult,0.0,None
platykurtosis,platykurtosis,no insult,0.0,None
endoscopic,endoscopic,no insult,0.0,None
beadier,beadier,no insult,0.0,None
celomata,celomata,no insult,0.0,None
ausformed,ausformed,no insult,0.0,None
wilding,wilding,no insult,0.0,None
mill-pond,mill-pond,no insult,0.0,None
beastlike,beastlike,no insult,0.0,None
waives,waives,no insult,0.0,None
shittyfuck,fuck,sexual anatomy / sexual acts,1.8,Strong
b1tch1ng,bitch,sexual orientation / gender,1.2,Mild
knobjockies,knob,sexual anatomy / sexual acts,1.8,Strong
antics,antics,no insult,0.0,None
Gerousia,Gerousia,no insult,0.0,None
dominie,dominie,no insult,0.0,None
wankies,wank,sexual anatomy / sexual acts,1.6,Strong
ISAS,ISAS,no insult,0.0,None
whore,whore,sexual orientation / gender,1.8,Strong
re-derive,re-derive,no insult,0.0,None
gunfights,gunfights,no insult,0.0,None
bates,masturbate,sexual anatomy / sexual acts,1.0,Mild
Loats,Loats,no insult,0.0,None
chestiest,chestiest,no insult,0.0,None
niggir,nigger,racial / ethnic slurs,3.0,Severe
mother fuck you,motherfucker,sexual anatomy / sexual acts,2.6,Severe
diclesium,diclesium,no insult,0.0,None
homos,homosexual,sexual orientation / gender,2.2,Strong
enchainment,enchainment,no insult,0.0,None
Pfeffer,Pfeffer,no insult,0.0,None
naphtho,naphtho,no insult,0.0,None
trypsinogen,trypsinogen,no insult,0.0,None
irride,irride,no insult,0.0,None
Antonina,Antonina,no insult,0.0,None
sh!+,shit,bodily fluids / excrement,1.0,Mild
Pontacq,Pontacq,no insult,0.0,None
axialities,axialities,no insult,0.0,None
polyzonal,polyzonal,no insult,0.0,None
cocksuck,cock,sexual anatomy / sexual acts,2.2,Strong
butt hole,butt,sexual anatomy / sexual acts,1.0,Mild
Nectaris,Nectaris,no insult,0.0,None
dragomanish,dragomanish,no insult,0.0,None
dunts,dunts,no insult,0.0,None
nene,nene,no insult,0.0,None
moonsail,moonsail,no insult,0.0,None
fabricable,fabricable,no insult,0.0,None
scrofulitic,scrofulitic,no insult,0.0,None
hospitable,hospitable,no insult,0.0,None
pigeon-hole,pigeon-hole,no insult,0.0,None
gaylords,gay,sexual orientation / gender,2.2,Strong
fuccing,fuck,sexual anatomy / sexual acts,2.6,Severe
jiggabu,jiggaboo,racial / ethnic slurs,3.0,Severe
shipdit,shit,bodily fluids / excrement,1.4,Mild
naris,naris,no insult,0.0,None
tethered,tethered,no insult,0.0,None
shit,shit,bodily fluids / excrement,1.2,Mild
midirons,midirons,no insult,0.0,None
fookuh,fuck,sexual anatomy / sexual acts,1.8,Strong
3-D,3-D,no insult,0.0,None
nigguhs,nigger,racial / ethnic slurs,3.0,Severe
caestuses,caestuses,no insult,0.0,None
beat your meat,meat,sexual anatomy / sexual acts,1.4,Mild
by-bidding,by-bidding,no insult,0.0,None
Randall,Randall,no insult,0.0,None
refinancing,refinancing,no insult,0.0,None
bradawl,bradawl,no insult,0.0,None
dolomite,dolomite,no insult,0.0,None
dickface,dick,sexual anatomy / sexual acts,2.0,Strong
exostosis,exostosis,no insult,0.0,None
gromatics,gromatics,no insult,0.0,None
nig,nigger,racial / ethnic slurs,3.0,Severe
topis,topis,no insult,0.0,None
suboptically,suboptically,no insult,0.0,None
cuntits,cunt,sexual anatomy / sexual acts,2.8,Severe
vitreum,vitreum,no insult,0.0,None
assfkr,ass,sexual anatomy / sexual acts,2.2,Strong
fukk,fuck,sexual anatomy / sexual acts,2.0,Strong
kkk,kkk,other / general insult,1.8,Strong
variagles,variagles,no insult,0.0,None
invaded,invaded,no insult,0.0,None
honoraria,honoraria,no insult,0.0,None
well-accustomed,well-accustomed,no insult,0.0,None
Babara,Babara,no insult,0.0,None
Kasbek,Kasbek,no insult,0.0,None
esterification,esterification,no insult,0.0,None
turbinite,turbinite,no insult,0.0,None
c0x,cock,sexual anatomy / sexual acts,1.4,Mild
Breathitt,Breathitt,no insult,0.0,None
fuck off,fuck,sexual anatomy / sexual acts,2.0,Strong
Emile,Emile,no insult,0.0,None
re-reservation,re-reservation,no insult,0.0,None
Kechuans,Kechuans,no insult,0.0,None
phototransistor,phototransistor,no insult,0.0,None
cumball,cum,bodily fluids / excrement,2.4,Strong
embolize,embolize,no insult,0.0,None
lenitive,lenitive,no insult,0.0,None
phonoplex,phonoplex,no insult,0.0,None
galvanizers,galvanizers,no insult,0.0,None
papegay,papegay,no insult,0.0,None
unchary,unchary,no insult,0.0,None
rough-draw,rough-draw,no insult,0.0,None
genito-,genito-,no insult,0.0,None
woolshearer,woolshearer,no insult,0.0,None
electrocoagulation,electrocoagulation,no insult,0.0,None
side-handed,side-handed,no insult,0.0,None
fudgepacking fucker,fudge packer,sexual anatomy / sexual acts,3.0,Severe
dild0,dildo,sexual anatomy / sexual acts,1.0,Mild
benzoiodohydrin,benzoiodohydrin,no insult,0.0,None
yardwork,yardwork,no insult,0.0,None
firebombs,firebombs,no insult,0.0,None
tax-born,tax-born,no insult,0.0,None
ovomucoid,ovomucoid,no insult,0.0,None
cuntlicker,cunt,sexual anatomy / sexual acts,2.4,Strong
pyla,pyla,no insult,0.0,None
modifiably,modifiably,no insult,0.0,None
perigraphic,perigraphic,no insult,0.0,None
shitfaced,shit,bodily fluids / excrement,1.2,Mild
reddendum,reddendum,no insult,0.0,None
n1gga,nigger,racial / ethnic slurs,2.4,Strong
factoryship,factoryship,no insult,0.0,None
gobylike,gobylike,no insult,0.0,None
foals,foals,no insult,0.0,None
un-hunh,un-hunh,no insult,0.0,None
propodial,propodial,no insult,0.0,None
Morinaceae,Morinaceae,no insult,0.0,None
turtler,turtler,no insult,0.0,None
cerebrin,cerebrin,no insult,0.0,None
ketal,ketal,no insult,0.0,None
degums,degums,no insult,0.0,None
shittiest,shit,bodily fluids / excrement,1.2,Mild
misceability,misceability,no insult,0.0,None
nociassociation,nociassociation,no insult,0.0,None
subtilization,subtilization,no insult,0.0,None
reundulation,reundulation,no insult,0.0,None
buttocked,buttocked,no insult,0.0,None
obturatory,obturatory,no insult,0.0,None
stamened,stamened,no insult,0.0,None
motherfxcking,motherfucker,sexual anatomy / sexual acts,2.6,Severe
nutsacks,nutsack,sexual anatomy / sexual acts,1.6,Strong
concionatory,concionatory,no insult,0.0,None
assfuccer,ass,sexual anatomy / sexual acts,2.2,Strong
whapping,whapping,no insult,0.0,None
S&M,sadomasochism,sexual anatomy / sexual acts,1.0,Mild
Fragilaria,Fragilaria,no insult,0.0,None
Boiko,Boiko,no insult,0.0,None
subvened,subvened,no insult,0.0,None
harry palms,harry palms,sexual anatomy / sexual acts,1.6,Strong
rite's,rite's,no insult,0.0,None
dimorphite,dimorphite,no insult,0.0,None
Un-vedic,Un-vedic,no insult,0.0,None
hyostylic,hyostylic,no insult,0.0,None
hulloaing,hulloaing,no insult,0.0,None
lunks,lunks,no insult,0.0,None
Carabidae,Carabidae,no insult,0.0,None
Matheny,Matheny,no insult,0.0,None
kwatuma,kwatuma,no insult,0.0,None
Brenza,Brenza,no insult,0.0,None
capework,capework,no insult,0.0,None
dog fucking,fuck,sexual anatomy / sexual acts,2.8,Severe
kielbasas,kielbasas,no insult,0.0,None
f0ckers,fuck,sexual anatomy / sexual acts,2.2,Strong
Tejon,Tejon,no insult,0.0,None
uvulectomies,uvulectomies,no insult,0.0,None
fooker,fuck,sexual anatomy / sexual acts,1.8,Strong
self-indignation,self-indignation,no insult,0.0,None
caballeros,caballeros,no insult,0.0,None
peen,penis,sexual anatomy / sexual acts,1.0,Mild
b0llock,bollocks,sexual anatomy / sexual acts,1.0,Mild
mothafvcked,motherfucker,sexual anatomy / sexual acts,2.8,Severe
germanous,germanous,no insult,0.0,None
alypine,alypine,no insult,0.0,None
subprefect,subprefect,no insult,0.0,None
Emmey,Emmey,no insult,0.0,None
pushout,pushout,no insult,0.0,None
trails,trails,no insult,0.0,None
Kuvera,Kuvera,no insult,0.0,None
Alane,Alane,no insult,0.0,None
cumbered,cumbered,no insult,0.0,None
bater,masturbate,sexual anatomy / sexual acts,1.6,Strong
god-dam,damn,religious offense,1.2,Mild
analplug,anal,sexual anatomy / sexual acts,2.2,Strong
sand nigger,nigger,racial / ethnic slurs,3.0,Severe
augurial,augurial,no insult,0.0,None
self-conquest,self-conquest,no insult,0.0,None
spleughan,spleughan,no insult,0.0,None
dickvag,dick,sexual anatomy / sexual acts,1.6,Strong
prophesiers,prophesiers,no insult,0.0,None
mofcker,motherfucker,sexual anatomy / sexual acts,2.6,Severe
m0f0s,motherfucker,other / general insult,2.4,Strong
xenically,xenically,no insult,0.0,None
squeezeman,squeezeman,no insult,0.0,None
cock-head,cock,sexual anatomy / sexual acts,1.8,Strong
lanose,lanose,no insult,0.0,None
self-improvable,self-improvable,no insult,0.0,None
encomium,encomium,no insult,0.0,None
pedalling,pedalling,no insult,0.0,None
Ophitic,Ophitic,no insult,0.0,None
Avril,Avril,no insult,0.0,None
capitalist,capitalist,no insult,0.0,None
edict's,edict's,no insult,0.0,None
fairyfloss,fairyfloss,no insult,0.0,None
slut,slut,sexual orientation / gender,2.0,Strong
ineffervescibility,ineffervescibility,no insult,0.0,None
retardotron,retard,mental disability,1.8,Strong
flatmen,flatmen,no insult,0.0,None
preponderances,preponderances,no insult,0.0,None
warlikeness,warlikeness,no insult,0.0,None
nickas,nigger,racial / ethnic slurs,2.8,Severe
Evington,Evington,no insult,0.0,None
thatching,thatching,no insult,0.0,None
lactucon,lactucon,no insult,0.0,None
sheet,shit,bodily fluids / excrement,1.0,Mild
ass licking,ass,sexual anatomy / sexual acts,1.6,Strong
cheeked,cheeked,no insult,0.0,None
knob-face,knob,sexual anatomy / sexual acts,1.6,Strong
monoparental,monoparental,no insult,0.0,None
cyberfucks,fuck,sexual anatomy / sexual acts,2.2,Strong
twice-reread,twice-reread,no insult,0.0,None
HPN,HPN,no insult,0.0,None
negotiant,negotiant,no insult,0.0,None
double-dong,dong,sexual anatomy / sexual acts,1.4,Mild
allocation,allocation,no insult,0.0,None
noncharitable,noncharitable,no insult,0.0,None
forked,fuck,sexual anatomy / sexual acts,1.0,Mild
chirpy,chirpy,no insult,0.0,None
cack,cock,bodily fluids / excrement,1.2,Mild
suck my d,dick,sexual anatomy / sexual acts,1.8,Strong
arse-fuckers,fuck,sexual anatomy / sexual acts,2.6,Severe
Platinite,Platinite,no insult,0.0,None
deare,deare,no insult,0.0,None
arse-hole,arse,sexual anatomy / sexual acts,1.8,Strong
drongos,drongos,no insult,0.0,None
n1gg3rs,nigger,racial / ethnic slurs,3.0,Severe
vestlike,vestlike,no insult,0.0,None
faggo,faggot,sexual orientation / gender,2.8,Severe
Beryle,Beryle,no insult,0.0,None
prestored,prestored,no insult,0.0,None
musicography,musicography,no insult,0.0,None
phucking,fuck,sexual anatomy / sexual acts,2.4,Strong
despouse,despouse,no insult,0.0,None
butt-fucker,fuck,sexual anatomy / sexual acts,2.2,Strong
transverberation,transverberation,no insult,0.0,None
Gideon,Gideon,no insult,0.0,None
whosumdever,whosumdever,no insult,0.0,None
dumbbell's,dumbbell's,no insult,0.0,None
cockeater,cock,sexual anatomy / sexual acts,2.2,Strong
packing fudgehead,fudge packer,bodily fluids / excrement,1.8,Strong
Latini,Latini,no insult,0.0,None
unorganizedly,unorganizedly,no insult,0.0,None
pigeon-toed,pigeon-toed,no insult,0.0,None
cock sucker,cock,sexual anatomy / sexual acts,2.4,Strong
deaspiration,deaspiration,no insult,0.0,None
muchly,muchly,no insult,0.0,None
tacohead,tacohead,racial / ethnic slurs,2.4,Strong
cunt,cunt,sexual anatomy / sexual acts,2.6,Severe
shat,shit,bodily fluids / excrement,1.2,Mild
intersectant,intersectant,no insult,0.0,None
suffragism,suffragism,no insult,0.0,None
nigg@s,nigger,racial / ethnic slurs,2.8,Severe
oscitance,oscitance,no insult,0.0,None
nonparasitically,nonparasitically,no insult,0.0,None
souters,souters,no insult,0.0,None
hub-deep,hub-deep,no insult,0.0,None
b1tchs,bitch,sexual orientation / gender,1.4,Mild
dadoes,dadoes,no insult,0.0,None
spectaculars,spectaculars,no insult,0.0,None
praetorianism,praetorianism,no insult,0.0,None
prowersite,prowersite,no insult,0.0,None
endowing,endowing,no insult,0.0,None
unableness,unableness,no insult,0.0,None
Dawsonia,Dawsonia,no insult,0.0,None
shitdikk,shit,bodily fluids / excrement,2.0,Strong
n0bhead,knob,sexual anatomy / sexual acts,1.6,Strong
moulinage,moulinage,no insult,0.0,None
cunt lick,cunt,sexual anatomy / sexual acts,3.0,Severe
roadless,roadless,no insult,0.0,None
decontaminator,decontaminator,no insult,0.0,None
autarch,autarch,no insult,0.0,None
pedoz,pedophile,sexual anatomy / sexual acts,2.0,Strong
vag,vagina,sexual anatomy / sexual acts,1.2,Mild
cytoclastic,cytoclastic,no insult,0.0,None
monopode,monopode,no insult,0.0,None
fluoride,fluoride,no insult,0.0,None
caprioled,caprioled,no insult,0.0,None
Osages,Osages,no insult,0.0,None
sidler,sidler,no insult,0.0,None
fuckshitface,fuck,sexual anatomy / sexual acts,2.4,Strong
zootomic,zootomic,no insult,0.0,None
PW,PW,no insult,0.0,None
hain't,hain't,no insult,0.0,None
jujubes,jujubes,no insult,0.0,None
skanky,skank,sexual orientation / gender,1.4,Mild
boil-off,boil-off,no insult,0.0,None
additions,additions,no insult,0.0,None
Swadeshi,Swadeshi,no insult,0.0,None
cyberfcks,fuck,sexual anatomy / sexual acts,2.4,Strong
trashbtch,bitch,sexual orientation / gender,1.4,Mild
dick-face,dick,sexual anatomy / sexual acts,1.8,Strong
primogeniture,primogeniture,no insult,0.0,None
dipsh1t,shit,mental disability,1.6,Strong
achromatized,achromatized,no insult,0.0,None
sk@nks,skank,sexual orientation / gender,1.6,Strong
cock knocker,cock,sexual anatomy / sexual acts,1.8,Strong
home-dwelling,home-dwelling,no insult,0.0,None
niguh,nigger,racial / ethnic slurs,2.8,Severe
shittyfuckface,fuck,sexual anatomy / sexual acts,2.2,Strong
polarward,polarward,no insult,0.0,None
syncytial,syncytial,no insult,0.0,None
phukeds,fuck,sexual anatomy / sexual acts,2.0,Strong
basterd,bastard,other / general insult,1.0,Mild
chazans,chazans,no insult,0.0,None
thunderstrike,thunderstrike,no insult,0.0,None
soppy bollucks,bollocks,sexual anatomy / sexual acts,1.6,Strong
Kildare,Kildare,no insult,0.0,None
semisentimental,semisentimental,no insult,0.0,None
buttfucker,fuck,sexual anatomy / sexual acts,3.0,Severe
bullshite,shit,bodily fluids / excrement,1.0,Mild
deafnesses,deafnesses,no insult,0.0,None
moong,moong,no insult,0.0,None
coholder,coholder,no insult,0.0,None
dog-fucker,fuck,sexual anatomy / sexual acts,2.8,Severe
life-crowded,life-crowded,no insult,0.0,None
fuker,fuck,sexual anatomy / sexual acts,2.2,Strong
well-curbed,well-curbed,no insult,0.0,None
geoethnic,geoethnic,no insult,0.0,None
b1tchy,bitch,sexual orientation / gender,1.2,Mild
outsmoke,outsmoke,no insult,0.0,None
compere,compere,no insult,0.0,None
clarifies,clarifies,no insult,0.0,None
nosologies,nosologies,no insult,0.0,None
Naga,Naga,no insult,0.0,None
jackoffs,jack off,sexual anatomy / sexual acts,1.2,Mild
vajayjay,vagina,sexual anatomy / sexual acts,1.2,Mild
subcuboidal,subcuboidal,no insult,0.0,None
prosperity-proof,prosperity-proof,no insult,0.0,None
halfwords,halfwords,no insult,0.0,None
antoniniani,antoniniani,no insult,0.0,None
whack off,whack off,sexual anatomy / sexual acts,1.2,Mild
jerkoff,jerk off,sexual anatomy / sexual acts,1.6,Strong
underlessee,underlessee,no insult,0.0,None
Binyon,Binyon,no insult,0.0,None
doubleword,doubleword,no insult,0.0,None
dioxid,dioxid,no insult,0.0,None
nigguh,nigger,racial / ethnic slurs,2.8,Severe
m0foes,motherfucker,other / general insult,2.2,Strong
divider,divider,no insult,0.0,None
chaeta,chaeta,no insult,0.0,None
fk bunny,fuck,sexual anatomy / sexual acts,2.0,Strong
case-bound,case-bound,no insult,0.0,None
mega fag,faggot,sexual orientation / gender,2.8,Severe
molendinar,molendinar,no insult,0.0,None
zincic,zincic,no insult,0.0,None
onychogryposis,onychogryposis,no insult,0.0,None
holy fuck,fuck,sexual anatomy / sexual acts,2.0,Strong
batshit,shit,bodily fluids / excrement,1.0,Mild
Laestrygones,Laestrygones,no insult,0.0,None
courting,courting,no insult,0.0,None
subnetworks,subnetworks,no insult,0.0,None
cockskin,cock,sexual anatomy / sexual acts,1.8,Strong
keys,keys,no insult,0.0,None
geebag,garbage bag,sexual orientation / gender,1.8,Strong
nonglucosidic,nonglucosidic,no insult,0.0,None
acromiodeltoid,acromiodeltoid,no insult,0.0,None
anour,anour,no insult,0.0,None
wauked,wauked,no insult,0.0,None
cocainisation,cocainisation,no insult,0.0,None
nonrecital,nonrecital,no insult,0.0,None
sulphitic,sulphitic,no insult,0.0,None
Vermonter,Vermonter,no insult,0.0,None
mothafuckazzes,motherfucker,sexual anatomy / sexual acts,3.0,Severe
cocksucks,cock,sexual anatomy / sexual acts,2.2,Strong
mothafucks,motherfucker,sexual anatomy / sexual acts,2.8,Severe
lappets,lappets,no insult,0.0,None
asshol3,ass,sexual anatomy / sexual acts,1.8,Strong
nigs,nigger,racial / ethnic slurs,2.8,Severe
meningocephalitis,meningocephalitis,no insult,0.0,None
phuq,fuck,sexual anatomy / sexual acts,2.2,Strong
situps,situps,no insult,0.0,None
dezincking,dezincking,no insult,0.0,None
self-unscabbarded,self-unscabbarded,no insult,0.0,None
rejoining,rejoining,no insult,0.0,None
incapability,incapability,no insult,0.0,None
chamber,chamber,no insult,0.0,None
kike,kike,racial / ethnic slurs,3.0,Severe
shitass,shit,sexual anatomy / sexual acts,2.0,Strong
lengthiness,lengthiness,no insult,0.0,None
cock snot,cock,sexual anatomy / sexual acts,2.2,Strong
fulgid,fulgid,no insult,0.0,None
unpouched,unpouched,no insult,0.0,None
dick head,dick,sexual anatomy / sexual acts,1.8,Strong
mf'er,motherfucker,sexual anatomy / sexual acts,2.2,Strong
ja1lbait,jailbait,physical attributes,1.0,Mild
volatilizer,volatilizer,no insult,0.0,None
ungoodliness,ungoodliness,no insult,0.0,None
unexploded,unexploded,no insult,0.0,None
cumming,cum,bodily fluids / excrement,1.6,Strong
gymnogene,gymnogene,no insult,0.0,None
fudgepackers,fudge packer,sexual anatomy / sexual acts,2.2,Strong
stypticity,stypticity,no insult,0.0,None
Brahminist,Brahminist,no insult,0.0,None
palm-reading,palm-reading,no insult,0.0,None
premanufacturing,premanufacturing,no insult,0.0,None
diathermous,diathermous,no insult,0.0,None
top-full,top-full,no insult,0.0,None
fack,fuck,sexual anatomy / sexual acts,1.4,Mild
rewedded,rewedded,no insult,0.0,None
hebe-,hebe-,no insult,0.0,None
cockheads,cock,sexual anatomy / sexual acts,2.4,Strong
prosecrecy,prosecrecy,no insult,0.0,None
Medusaean,Medusaean,no insult,0.0,None
startingno,startingno,no insult,0.0,None
enteradenographic,enteradenographic,no insult,0.0,None
dingleberry,dingleberry,no insult,0.0,None
weak-built,weak-built,no insult,0.0,None
beat off,beat off,sexual anatomy / sexual acts,1.2,Mild
muscarinic,muscarinic,no insult,0.0,None
entails,entails,no insult,0.0,None
besses,besses,no insult,0.0,None
trez-tine,trez-tine,no insult,0.0,None
glucidic,glucidic,no insult,0.0,None
phenylamide,phenylamide,no insult,0.0,None
stupidasses,ass,sexual anatomy / sexual acts,1.0,Mild
weenie,weenie,sexual anatomy / sexual acts,1.0,Mild
